grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:33:54.77275995Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.79 time_ms=5 duration=5.364236ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1     | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:04.83051394Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.79 time_ms=3 duration=3.140414ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1     | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:14.779056588Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=3 duration=3.723432ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1     | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:14.779109067Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=11 duration=11.978355ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
prometheus-1  | github.com/prometheus/prometheus/promql.NewActiveQueryTracker({0x55793c1, 0x5}, 0x14, 0xc0003f82b0)
redis_exporter-1  | time="2025-10-30T15:20:42Z" level=info msg="Redis Metrics Exporter v1.79.0    build date:     sha1: 6e630b691ce2627dd3fcf1194d4e9d1dd24e689f    Go: go1.25.3    GOOS: linux    GOARCH: amd64"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:14.781162541Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.79 time_ms=3 duration=3.011243ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:14.78898116Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=13 duration=13.648073ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:14.790627955Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=14 duration=14.431577ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:14.891170777Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=3 duration=3.734934ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:24.79031687Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=4 duration=4.812266ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:24.79031683Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.79 time_ms=5 duration=5.175774ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:24.817487994Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=31 duration=31.567503ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:24.817492813Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.79 time_ms=32 duration=32.266237ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
redis_exporter-1  | time="2025-10-30T15:20:42Z" level=info msg="Setting log level to \"info\""
redis_exporter-1  | time="2025-10-30T15:20:42Z" level=info msg="Providing metrics at :9121/metrics"
redis_exporter-1  | time="2025-10-30T15:20:45Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
redis_exporter-1  | time="2025-10-30T15:21:00Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
redis_exporter-1  | time="2025-10-30T15:21:15Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
redis_exporter-1  | time="2025-10-30T15:21:30Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
redis_exporter-1  | time="2025-10-30T15:21:45Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:24.817494205Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=32 duration=32.952159ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:24.842728563Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=3 duration=3.37964ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:34.785659995Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=2 duration=2.117344ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:34.785687967Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=17 duration=17.638756ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
prometheus-1      | 	/app/promql/query_logger.go:145 +0x345
node_exporter-1   | time=2025-10-30T14:23:46.453Z level=INFO source=node_exporter.go:216 msg="Starting node_exporter" version="(version=1.10.2, branch=HEAD, revision=654f19dee6a0c41de78a8d6d870e8c742cdb43b9)"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:34.785756495Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.79 time_ms=18 duration=18.225991ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:34.786554405Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.79 time_ms=17 duration=17.339094ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:34.797083154Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.78 time_ms=13 duration=13.256784ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:34:34.842988789Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=104.28.30.79 time_ms=3 duration=3.571989ms size=199 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/ds/query status_source=downstream
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:35:36.182123671Z level=info msg="Request Completed" method=POST path=/api/ds/query status=404 remote_addr=172.21.0.1 time_ms=6 duration=6.231285ms size=35 referer= handler=/api/ds/query status_source=server error="data source not found"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:36:15.975581745Z level=info msg="Request Completed" method=GET path=/api/dashboards/uid/snap-obs-001/public-dashboards status=404 remote_addr=104.28.30.79 time_ms=1 duration=1.9598ms size=90 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/dashboards/uid/:dashboardUid/public-dashboards status_source=server errorReason=NotFound errorMessageID=publicdashboards.notFound error="FindByDashboardUid: Public dashboard not found by orgId: 1 and dashboardUid: snap-obs-001"
node_exporter-1   | time=2025-10-30T14:23:46.453Z level=INFO source=node_exporter.go:217 msg="Build context" build_context="(go=go1.25.3, platform=linux/amd64, user=root@b29b4019149a, date=20251025-20:05:32, tags=unknown)"
redis_exporter-1  | time="2025-10-30T15:22:00Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
redis_exporter-1  | time="2025-10-30T15:22:15Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
redis_exporter-1  | time="2025-10-30T15:22:30Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
redis_exporter-1  | time="2025-10-30T15:22:45Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
redis_exporter-1  | time="2025-10-30T15:23:00Z" level=error msg="Couldn't connect to redis instance (redis://datastack-redis-1:6379)"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:36:16.092071971Z level=info msg="Request Completed" method=GET path=/api/live/ws status=-1 remote_addr=104.28.30.78 time_ms=2 duration=2.609873ms size=0 referer= handler=/api/live/ws status_source=server
grafana-1         | logger=datasources t=2025-10-30T14:37:27.63507702Z level=warn msg="Invalid datasource uid. A valid uid is a combination of a-z, A-Z, 0-9 (alphanumeric), - (dash) and _ (underscore) characters, maximum length 40. Invalid characters will be replaced by dashes." uid=<UID> action=read name= error="invalid UID"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:37:27.635481776Z level=info msg="Request Completed" method=POST path=/api/ds/query status=404 remote_addr=172.21.0.1 time_ms=6 duration=6.969133ms size=35 referer= handler=/api/ds/query status_source=server error="data source not found"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:39:24.981068894Z level=info msg="Request Completed" method=GET path=/api/dashboards/uid/snap-obs-001/public-dashboards status=404 remote_addr=104.28.30.79 time_ms=1 duration=1.919744ms size=90 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/dashboards/uid/:dashboardUid/public-dashboards status_source=server errorReason=NotFound errorMessageID=publicdashboards.notFound error="FindByDashboardUid: Public dashboard not found by orgId: 1 and dashboardUid: snap-obs-001"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:40:14.63974255Z level=info msg="Request Completed" method=GET path=/api/dashboards/uid/snap-obs-001/public-dashboards status=404 remote_addr=104.28.30.79 time_ms=1 duration=1.870543ms size=90 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/dashboards/uid/:dashboardUid/public-dashboards status_source=server errorReason=NotFound errorMessageID=publicdashboards.notFound error="FindByDashboardUid: Public dashboard not found by orgId: 1 and dashboardUid: snap-obs-001"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:40:14.77111722Z level=info msg="Request Completed" method=GET path=/api/live/ws status=-1 remote_addr=104.28.30.78 time_ms=2 duration=2.091426ms size=0 referer= handler=/api/live/ws status_source=server
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T14:40:29.039545721Z level=info msg="Request Completed" method=GET path=/api/dashboards/uid/snap-obs-001/public-dashboards status=404 remote_addr=104.28.30.78 time_ms=2 duration=2.196862ms size=90 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/dashboards/uid/:dashboardUid/public-dashboards status_source=server errorReason=NotFound errorMessageID=publicdashboards.notFound error="FindByDashboardUid: Public dashboard not found by orgId: 1 and dashboardUid: snap-obs-001"
grafana-1         | logger=cleanup t=2025-10-30T14:43:47.677720628Z level=info msg="Completed cleanup jobs" duration=45.64134ms
prometheus-1      | main.main()
prometheus-1      | 	/app/cmd/prometheus/main.go:858 +0x83ed
prometheus-1      | time=2025-10-30T14:27:49.898Z level=INFO source=main.go:1549 msg="updated GOGC" old=100 new=75
prometheus-1      | time=2025-10-30T14:27:49.899Z level=INFO source=main.go:680 msg="Leaving GOMAXPROCS=8: CPU quota undefined" component=automaxprocs
prometheus-1      | time=2025-10-30T14:27:49.899Z level=INFO source=memlimit.go:198 msg="GOMEMLIMIT is updated" component=automemlimit package=github.com/KimMachineGun/automemlimit/memlimit GOMEMLIMIT=30246259507 previous=9223372036854775807
node_exporter-1   | time=2025-10-30T14:23:46.454Z level=INFO source=diskstats_common.go:110 msg="Parsed flag --collector.diskstats.device-exclude" collector=diskstats flag=^(z?ram|loop|fd|(h|s|v|xv)d[a-z]|nvme\d+n\d+p)\d+$
node_exporter-1   | time=2025-10-30T14:23:46.454Z level=ERROR source=diskstats_linux.go:256 msg="Failed to open directory, disabling udev device properties" collector=diskstats path=/run/udev/data
node_exporter-1   | time=2025-10-30T14:23:46.454Z level=INFO source=filesystem_common.go:265 msg="Parsed flag --collector.filesystem.mount-points-exclude" collector=filesystem flag=^/(dev|proc|run/credentials/.+|sys|var/lib/docker/.+|var/lib/containers/storage/.+)($|/)
prometheus-1      | time=2025-10-30T14:27:49.899Z level=INFO source=main.go:722 msg="No time or size retention was set so using the default time retention" duration=15d
prometheus-1      | time=2025-10-30T14:27:49.899Z level=INFO source=main.go:773 msg="Starting Prometheus Server" mode=server version="(version=3.7.3, branch=HEAD, revision=0a41f0000705c69ab8e0f9a723fc73e39ed62b07)"
prometheus-1      | time=2025-10-30T14:27:49.899Z level=INFO source=main.go:778 msg="operational information" build_context="(go=go1.25.3, platform=linux/amd64, user=root@08c890a84441, date=20251030-07:26:10, tags=netgo,builtinassets)" host_details="(Linux 6.8.0-86-generic #87-Ubuntu SMP PREEMPT_DYNAMIC Mon Sep 22 18:03:36 UTC 2025 x86_64 5baf78f2514e (none))" fd_limits="(soft=1048576, hard=1048576)" vm_limits="(soft=unlimited, hard=unlimited)"
node_exporter-1   | time=2025-10-30T14:23:46.454Z level=INFO source=filesystem_common.go:294 msg="Parsed flag --collector.filesystem.fs-types-exclude" collector=filesystem flag=^(autofs|binfmt_misc|bpf|cgroup2?|configfs|debugfs|devpts|devtmpfs|fusectl|hugetlbfs|iso9660|mqueue|nsfs|overlay|proc|procfs|pstore|rpc_pipefs|securityfs|selinuxfs|squashfs|erofs|sysfs|tracefs)$
node_exporter-1   | time=2025-10-30T14:23:46.455Z level=INFO source=node_exporter.go:135 msg="Enabled collectors"
node_exporter-1   | time=2025-10-30T14:23:46.455Z level=INFO source=node_exporter.go:141 msg=arp
node_exporter-1   | time=2025-10-30T14:23:46.455Z level=INFO source=node_exporter.go:141 msg=bcache
node_exporter-1   | time=2025-10-30T14:23:46.455Z level=INFO source=node_exporter.go:141 msg=bonding
node_exporter-1   | time=2025-10-30T14:23:46.455Z level=INFO source=node_exporter.go:141 msg=btrfs
node_exporter-1   | time=2025-10-30T14:23:46.455Z level=INFO source=node_exporter.go:141 msg=conntrack
node_exporter-1   | time=2025-10-30T14:23:46.455Z level=INFO source=node_exporter.go:141 msg=cpu
grafana-1         | logger=plugins.update.checker t=2025-10-30T14:43:47.770403883Z level=info msg="Update check succeeded" duration=61.115817ms
cadvisor-1        | I1030 14:23:46.786262       1 cadvisor.go:123] enabled metrics: app,cpu,cpuLoad,disk,diskIO,memory,network,oom_event,percpu,perf_event
grafana-1         | logger=cleanup t=2025-10-30T14:53:47.66396299Z level=info msg="Completed cleanup jobs" duration=31.653933ms
grafana-1         | logger=plugins.update.checker t=2025-10-30T14:53:47.772473868Z level=info msg="Update check succeeded" duration=62.672197ms
grafana-1         | logger=infra.usagestats t=2025-10-30T14:54:51.642126198Z level=info msg="Usage stats are ready to report"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T15:01:33.314021024Z level=info msg="Request Completed" method=GET path=/api/dashboards/uid/snap-obs-001/public-dashboards status=404 remote_addr=104.28.30.78 time_ms=2 duration=2.030733ms size=90 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/dashboards/uid/:dashboardUid/public-dashboards status_source=server errorReason=NotFound errorMessageID=publicdashboards.notFound error="FindByDashboardUid: Public dashboard not found by orgId: 1 and dashboardUid: snap-obs-001"
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T15:01:33.409934701Z level=info msg="Request Completed" method=GET path=/api/live/ws status=-1 remote_addr=104.28.30.78 time_ms=2 duration=2.653106ms size=0 referer= handler=/api/live/ws status_source=server
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T15:01:38.679141793Z level=info msg="Request Completed" method=GET path=/api/dashboards/uid/snap-obs-001/public-dashboards status=404 remote_addr=104.28.30.78 time_ms=2 duration=2.383962ms size=90 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/dashboards/uid/:dashboardUid/public-dashboards status_source=server errorReason=NotFound errorMessageID=publicdashboards.notFound error="FindByDashboardUid: Public dashboard not found by orgId: 1 and dashboardUid: snap-obs-001"
prometheus-1      | time=2025-10-30T14:27:49.900Z level=ERROR source=query_logger.go:137 msg="Failed to create directory for logging active queries" component=activeQueryTracker
prometheus-1      | time=2025-10-30T14:27:49.900Z level=ERROR source=query_logger.go:113 msg="Error opening query log file" component=activeQueryTracker file=/prometheus/data/queries.active err="open data/queries.active: no such file or directory"
prometheus-1      | panic: Unable to create mmap-ed active query log
grafana-1         | logger=cleanup t=2025-10-30T15:03:47.679743986Z level=info msg="Completed cleanup jobs" duration=47.506373ms
cadvisor-1        | I1030 14:23:46.786326       1 storagedriver.go:55] Caching stats in memory for 2m0s
grafana-1         | logger=plugins.update.checker t=2025-10-30T15:03:47.770834308Z level=info msg="Update check succeeded" duration=61.509058ms
grafana-1         | logger=context userId=1 orgId=1 uname=admin t=2025-10-30T15:13:08.345258877Z level=info msg="Request Completed" method=GET path=/api/dashboards/uid/snap-obs-001/public-dashboards status=404 remote_addr=104.28.30.78 time_ms=2 duration=2.104199ms size=90 referer="http://snapdiscounts.nl:3000/d/snap-obs-001/snapdiscounts-e28094-observability-overview?from=now-6h&orgId=1&refresh=10s&timezone=browser&to=now" handler=/api/dashboards/uid/:dashboardUid/public-dashboards status_source=server errorReason=NotFound errorMessageID=publicdashboards.notFound error="FindByDashboardUid: Public dashboard not found by orgId: 1 and dashboardUid: snap-obs-001"
cadvisor-1        | I1030 14:23:46.845003       1 fs.go:133] Filesystem UUIDs: map[]
